title,filename,tm,edcs,uri,doi,edr,phi,epicum,term_key_0,term_ref_0,term_text_0,term_cert_0,0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 1302,isic1302,492907,39101672,http://sicily.classics.ox.ac.uk/inscription/isic1302,10.5281/zenodo.4353397,,316225,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1303,isic1303,492908,39101673,http://sicily.classics.ox.ac.uk/inscription/isic1303,10.5281/zenodo.4353399,,316226,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1304,isic1304,492909,39101674,http://sicily.classics.ox.ac.uk/inscription/isic1304,10.5281/zenodo.4353401,,316224,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1305,isic1305,492910,39101675,http://sicily.classics.ox.ac.uk/inscription/isic1305,10.5281/zenodo.4385781,,140797,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1306,isic1306,492911,39101676,http://sicily.classics.ox.ac.uk/inscription/isic1306,10.5281/zenodo.4353405,,316210,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1307,isic1307,492912,39101677,http://sicily.classics.ox.ac.uk/inscription/isic1307,10.5281/zenodo.4385783,,140799,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
"
Funerary inscription for Kornelios Agathemeros
",isic1308,492913,39101678,http://sicily.classics.ox.ac.uk/inscription/isic1308,10.5281/zenodo.4353409,,316213,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1309,isic1309,492914,39101679,http://sicily.classics.ox.ac.uk/inscription/isic1309,10.5281/zenodo.4385785,,140801,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 1310,isic1310,492915,39101680,http://sicily.classics.ox.ac.uk/inscription/isic1310,10.5281/zenodo.4353415,,316212,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1311,isic1311,492916,39101681,http://sicily.classics.ox.ac.uk/inscription/isic1311,10.5281/zenodo.4353421,,316227,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1312,isic1312,492917,39101682,http://sicily.classics.ox.ac.uk/inscription/isic1312,10.5281/zenodo.4385787,,140804,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1313,isic1313,492918,39101683,http://sicily.classics.ox.ac.uk/inscription/isic1313,10.5281/zenodo.4353425,,316229,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
"
Funerary inscription for Myrtale
",isic1314,492919,39101684,http://sicily.classics.ox.ac.uk/inscription/isic1314,10.5281/zenodo.4353429,,316232,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1315,isic1315,492920,39101685,http://sicily.classics.ox.ac.uk/inscription/isic1315,10.5281/zenodo.4385789,,140808,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1316,isic1316,492921,39101686,http://sicily.classics.ox.ac.uk/inscription/isic1316,10.5281/zenodo.4353433,,316243,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1317,isic1317,492922,39101687,http://sicily.classics.ox.ac.uk/inscription/isic1317,10.5281/zenodo.4353439,,140810,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1318,isic1318,492923,39101688,http://sicily.classics.ox.ac.uk/inscription/isic1318,10.5281/zenodo.4353443,,316233,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1319,isic1319,492924,39101689,http://sicily.classics.ox.ac.uk/inscription/isic1319,10.5281/zenodo.4385791,,140812,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1320,isic1320,492926,39101691,http://sicily.classics.ox.ac.uk/inscription/isic1320,10.5281/zenodo.4385793,,140814,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1321,isic1321,492927,39101692,http://sicily.classics.ox.ac.uk/inscription/isic1321,10.5281/zenodo.4385795,,140815,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1322,isic1322,492928,39101693,http://sicily.classics.ox.ac.uk/inscription/isic1322,10.5281/zenodo.4353449,,316236,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1323,isic1323,492929,39101694,http://sicily.classics.ox.ac.uk/inscription/isic1323,10.5281/zenodo.4353453,,316200,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 1324,isic1324,492930,39101695,http://sicily.classics.ox.ac.uk/inscription/isic1324,10.5281/zenodo.4385797,,140818,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1325,isic1325,492931,39101696,http://sicily.classics.ox.ac.uk/inscription/isic1325,10.5281/zenodo.4353459,,316237,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1326,isic1326,492932,39101697,http://sicily.classics.ox.ac.uk/inscription/isic1326,10.5281/zenodo.4353463,,316239,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1327,isic1327,492933,39101698,http://sicily.classics.ox.ac.uk/inscription/isic1327,10.5281/zenodo.4385801,,140821,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1328,isic1328,492934,39101699,http://sicily.classics.ox.ac.uk/inscription/isic1328,10.5281/zenodo.4353467,,316238,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1329,isic1329,492935,39101700,http://sicily.classics.ox.ac.uk/inscription/isic1329,10.5281/zenodo.4353473,,316279,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1330,isic1330,492938,39101703,http://sicily.classics.ox.ac.uk/inscription/isic1330,10.5281/zenodo.4353477,,316222,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1331,isic1331,492939,39101704,http://sicily.classics.ox.ac.uk/inscription/isic1331,10.5281/zenodo.4385803,,140827,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1332,isic1332,492940,39101705,http://sicily.classics.ox.ac.uk/inscription/isic1332,10.5281/zenodo.4353481,,316246,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1333,isic1333,492941,39101706,http://sicily.classics.ox.ac.uk/inscription/isic1333,10.5281/zenodo.4385805,,140829,,,,(?),,,,,,
I.Sicily inscription 1334,isic1334,492942,39101707,http://sicily.classics.ox.ac.uk/inscription/isic1334,10.5281/zenodo.4385808,,140831,,,,(?),,,,,,
I.Sicily inscription 1335,isic1335,492943,39101708,http://sicily.classics.ox.ac.uk/inscription/isic1335,10.5281/zenodo.4353485,,316248,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1336,isic1336,492944,39101709,http://sicily.classics.ox.ac.uk/inscription/isic1336,10.5281/zenodo.4385810,,140833,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 1337,isic1337,492945,39101710,http://sicily.classics.ox.ac.uk/inscription/isic1337,10.5281/zenodo.4385812,,140834,,,,(?),,,,,,
Boundary stone (?),isic1338,492946,39101711,http://sicily.classics.ox.ac.uk/inscription/isic1338,10.5281/zenodo.4353489,,140835,,terminus,http://www.eagle-network.eu/voc/typeins/lod/96.html,terminus,,,,,,
I.Sicily inscription 1339,isic1339,492947,39101712,http://sicily.classics.ox.ac.uk/inscription/isic1339,10.5281/zenodo.4385814,,140836,,,,(?),,,,,,
I.Sicily inscription 1340,isic1340,492948,39101713,http://sicily.classics.ox.ac.uk/inscription/isic1340,10.5281/zenodo.4385816,,140837,,,,(?),,,,,,
I.Sicily inscription 1341,isic1341,492949,39101714,http://sicily.classics.ox.ac.uk/inscription/isic1341,10.5281/zenodo.4385818,,140838,,,,(?),,,,,,
I.Sicily inscription 1342,isic1342,492950,39101715,http://sicily.classics.ox.ac.uk/inscription/isic1342,10.5281/zenodo.4385820,,140839,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 1343,isic1343,492951,39101716,http://sicily.classics.ox.ac.uk/inscription/isic1343,10.5281/zenodo.4353493,,316254,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
"
Funerary inscription for Agathe
",isic1344,492952,39101717,http://sicily.classics.ox.ac.uk/inscription/isic1344,10.5281/zenodo.4353497,,333753,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Funerary inscription for Adrianos and Deuteria,isic1345,492954,39101719,http://sicily.classics.ox.ac.uk/inscription/isic1345,10.5281/zenodo.4353501,,316270,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1346,isic1346,492955,39101720,http://sicily.classics.ox.ac.uk/inscription/isic1346,10.5281/zenodo.4353507,,316207,ursino570,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1347,isic1347,492956,39101721,http://sicily.classics.ox.ac.uk/inscription/isic1347,10.5281/zenodo.4385822,,140845,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1348,isic1348,492957,39101722,http://sicily.classics.ox.ac.uk/inscription/isic1348,10.5281/zenodo.4353511,,316258,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1349,isic1349,492960492961492962,39101725,http://sicily.classics.ox.ac.uk/inscription/isic1349,10.5281/zenodo.4385824,,140849,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1350,isic1350,492963,39101728,http://sicily.classics.ox.ac.uk/inscription/isic1350,10.5281/zenodo.4385826,,140852,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1351,isic1351,492964,39101729,http://sicily.classics.ox.ac.uk/inscription/isic1351,10.5281/zenodo.4353515,,316264,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1352,isic1352,492965,39101730,http://sicily.classics.ox.ac.uk/inscription/isic1352,10.5281/zenodo.4353519,,316266,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1353,isic1353,492966,39101731,http://sicily.classics.ox.ac.uk/inscription/isic1353,10.5281/zenodo.4385828,,337192,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1354,isic1354,491454,39101734,http://sicily.classics.ox.ac.uk/inscription/isic1354,10.5281/zenodo.4353523,,331400,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
"
Funerary inscription for Eutychios
",isic1355,492969,39101735,http://sicily.classics.ox.ac.uk/inscription/isic1355,10.5281/zenodo.4353527,,316269,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1356,isic1356,492970,39101736,http://sicily.classics.ox.ac.uk/inscription/isic1356,10.5281/zenodo.4353531,,140860,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1357,isic1357,492971,39101737,http://sicily.classics.ox.ac.uk/inscription/isic1357,10.5281/zenodo.4385830,,340019,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1358,isic1358,492972,39101738,http://sicily.classics.ox.ac.uk/inscription/isic1358,10.5281/zenodo.4385832,,140862,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
"
Funerary inscription for Kallistos and Eukarpia
",isic1359,492973,39101739,http://sicily.classics.ox.ac.uk/inscription/isic1359,10.5281/zenodo.4353535,,316260,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1360,isic1360,492974,39101740,http://sicily.classics.ox.ac.uk/inscription/isic1360,10.5281/zenodo.4353539,,316259,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1361,isic1361,492975,39101741,http://sicily.classics.ox.ac.uk/inscription/isic1361,10.5281/zenodo.4353543,,316265,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
"
Funerary inscription for Leontia and Kalliope
",isic1362,491452,38000201,http://sicily.classics.ox.ac.uk/inscription/isic1362,10.5281/zenodo.4353547,,316312,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1363,isic1363,492977,39101743,http://sicily.classics.ox.ac.uk/inscription/isic1363,10.5281/zenodo.4353551,,316282,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1364,isic1364,492978,39101744,http://sicily.classics.ox.ac.uk/inscription/isic1364,10.5281/zenodo.4385834,,140869,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1365,isic1365,492979,39101745,http://sicily.classics.ox.ac.uk/inscription/isic1365,10.5281/zenodo.4385836,,140870,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1366,isic1366,492980,39101746,http://sicily.classics.ox.ac.uk/inscription/isic1366,10.5281/zenodo.4385838,,140871,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1367,isic1367,493802,39101747,http://sicily.classics.ox.ac.uk/inscription/isic1367,10.5281/zenodo.4353555,,175601,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1368,isic1368,492981,39101748,http://sicily.classics.ox.ac.uk/inscription/isic1368,10.5281/zenodo.4385840,,140873,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1369,isic1369,492982,39101749,http://sicily.classics.ox.ac.uk/inscription/isic1369,10.5281/zenodo.4353559,,316277,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1370,isic1370,492983,39101750,http://sicily.classics.ox.ac.uk/inscription/isic1370,10.5281/zenodo.4353561,,316280,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1371,isic1371,492984,39101751,http://sicily.classics.ox.ac.uk/inscription/isic1371,10.5281/zenodo.4385842,,140876,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1372,isic1372,492985,39101752,http://sicily.classics.ox.ac.uk/inscription/isic1372,10.5281/zenodo.4385846,,140877,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1373,isic1373,492986,39101753,http://sicily.classics.ox.ac.uk/inscription/isic1373,10.5281/zenodo.4385848,,140878,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1374,isic1374,492987,39101754,http://sicily.classics.ox.ac.uk/inscription/isic1374,10.5281/zenodo.4385850,,140880,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1375,isic1375,492989,39101756,http://sicily.classics.ox.ac.uk/inscription/isic1375,10.5281/zenodo.4353565,,316263,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1376,isic1376,492990,39101757,http://sicily.classics.ox.ac.uk/inscription/isic1376,10.5281/zenodo.4385852,,140882,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1377,isic1377,492991,39101758,http://sicily.classics.ox.ac.uk/inscription/isic1377,10.5281/zenodo.4385854,,331404,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1378,isic1378,492992,39101759,http://sicily.classics.ox.ac.uk/inscription/isic1378,10.5281/zenodo.4353571,,316286,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1379,isic1379,492993,39101760,http://sicily.classics.ox.ac.uk/inscription/isic1379,10.5281/zenodo.4385856,,140885,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1380,isic1380,492994,39101761,http://sicily.classics.ox.ac.uk/inscription/isic1380,10.5281/zenodo.4385858,,140886,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1381,isic1381,492995,39101762,http://sicily.classics.ox.ac.uk/inscription/isic1381,10.5281/zenodo.4385860,,140887,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1382,isic1382,492996,39101763,http://sicily.classics.ox.ac.uk/inscription/isic1382,10.5281/zenodo.4385862,,140888,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1383,isic1383,492997,39101764,http://sicily.classics.ox.ac.uk/inscription/isic1383,10.5281/zenodo.4385864,,140889,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1384,isic1384,492998,39101765,http://sicily.classics.ox.ac.uk/inscription/isic1384,10.5281/zenodo.4353575,,316290,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1385,isic1385,492999,39101766,http://sicily.classics.ox.ac.uk/inscription/isic1385,10.5281/zenodo.4385866,,140892,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Greek funerary inscription for Aischylos son of Chryson,isic1386,493001,39101513,http://sicily.classics.ox.ac.uk/inscription/isic1386,10.5281/zenodo.4353579,149502,140893,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Fragmentary Greek inscription (funerary?),isic1387,493002,39101514,http://sicily.classics.ox.ac.uk/inscription/isic1387,10.5281/zenodo.4353583,149503,140894,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),low,,,,,
Greek dedication to Herakles,isic1388,493003,39101515,http://sicily.classics.ox.ac.uk/inscription/isic1388,10.5281/zenodo.4353587,150069,140895,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
Greek funerary inscription of Kallistratos,isic1389,493004,39101516,http://sicily.classics.ox.ac.uk/inscription/isic1389,10.5281/zenodo.4353591,149504,140896,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Greek funerary(?) inscription of Nikaios,isic1390,493005,39101517,http://sicily.classics.ox.ac.uk/inscription/isic1390,10.5281/zenodo.4353597,,140897,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Greek inscription recording enjoyment of a spring,isic1391,493006,39101518,http://sicily.classics.ox.ac.uk/inscription/isic1391,10.5281/zenodo.4353601,150070,140898,,touristic text,https://www.eagle-network.eu/voc/typeins/lod/135.html,touristic text,,,,,,
I.Sicily inscription 1392,isic1392,493007,39101519,http://sicily.classics.ox.ac.uk/inscription/isic1392,10.5281/zenodo.4385868,,140899,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1393,isic1393,493008,39101520,http://sicily.classics.ox.ac.uk/inscription/isic1393,10.5281/zenodo.4385870,,140900,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1394,isic1394,493009,39101521,http://sicily.classics.ox.ac.uk/inscription/isic1394,10.5281/zenodo.4385872,,140901,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1395,isic1395,493010,39101522,http://sicily.classics.ox.ac.uk/inscription/isic1395,10.5281/zenodo.4385874,,140902,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1396,isic1396,493011,39101523,http://sicily.classics.ox.ac.uk/inscription/isic1396,10.5281/zenodo.4385876,,140903,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 1397,isic1397,493012,39101524,http://sicily.classics.ox.ac.uk/inscription/isic1397,10.5281/zenodo.4385878,,140904,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1398,isic1398,493014,39101526,http://sicily.classics.ox.ac.uk/inscription/isic1398,10.5281/zenodo.4385880,,140906,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1399,isic1399,493015,39101527,http://sicily.classics.ox.ac.uk/inscription/isic1399,10.5281/zenodo.4385882,,140907,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1400,isic1400,493016,39101528,http://sicily.classics.ox.ac.uk/inscription/isic1400,10.5281/zenodo.4385884,,140908,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1401,isic1401,493017,39101529,http://sicily.classics.ox.ac.uk/inscription/isic1401,10.5281/zenodo.4385886,,140909,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1402,isic1402,493018,39101530,http://sicily.classics.ox.ac.uk/inscription/isic1402,10.5281/zenodo.4385888,,140910,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1403,isic1403,493019,39101531,http://sicily.classics.ox.ac.uk/inscription/isic1403,10.5281/zenodo.4385890,,140911,,,,(?),,,,,,
Inscribed boundary stone,isic1404,493020,39101532,http://sicily.classics.ox.ac.uk/inscription/isic1404,10.5281/zenodo.4353969,,333152,,terminus,http://www.eagle-network.eu/voc/typeins/lod/96.html,terminus,,,,,,
I.Sicily inscription 1405,isic1405,493021,39101533,http://sicily.classics.ox.ac.uk/inscription/isic1405,10.5281/zenodo.4385892,,140913,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1406,isic1406,493022,39101534,http://sicily.classics.ox.ac.uk/inscription/isic1406,10.5281/zenodo.4385894,,140914,,,,(?),,,,,,
I.Sicily inscription 1407,isic1407,493023,39101535,http://sicily.classics.ox.ac.uk/inscription/isic1407,10.5281/zenodo.4385896,,140915,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1408,isic1408,493025,39101537,http://sicily.classics.ox.ac.uk/inscription/isic1408,10.5281/zenodo.4385898,,330079,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1409,isic1409,493026,39101538,http://sicily.classics.ox.ac.uk/inscription/isic1409,10.5281/zenodo.4385900,,140918,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1410,isic1410,493027,39101539,http://sicily.classics.ox.ac.uk/inscription/isic1410,10.5281/zenodo.4385902,,140919,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1412,isic1412,644963,70900810,http://sicily.classics.ox.ac.uk/inscription/isic1412,10.5281/zenodo.4353973,,336065,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1413,isic1413,644964,,http://sicily.classics.ox.ac.uk/inscription/isic1413,10.5281/zenodo.4385904,136726,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 1414,isic1414,644965,,http://sicily.classics.ox.ac.uk/inscription/isic1414,10.5281/zenodo.4385908,136726,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 1415,isic1415,644966,,http://sicily.classics.ox.ac.uk/inscription/isic1415,10.5281/zenodo.4353979,,178076,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1416,isic1416,494019,38000220,http://sicily.classics.ox.ac.uk/inscription/isic1416,10.5281/zenodo.4385910,,178081,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1417,isic1417,644967,,http://sicily.classics.ox.ac.uk/inscription/isic1417,10.5281/zenodo.4353983,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1418,isic1418,644968,64900837,http://sicily.classics.ox.ac.uk/inscription/isic1418,10.5281/zenodo.4353987,136203 + 136215,333355,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
Fragmentary Greek funerary inscription,isic1419,644969,64400326,http://sicily.classics.ox.ac.uk/inscription/isic1419,10.5281/zenodo.4353993,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Funerary inscription of Krateas,isic1420,644970,,http://sicily.classics.ox.ac.uk/inscription/isic1420,10.5281/zenodo.4353999,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1421,isic1421,644971,71000254,http://sicily.classics.ox.ac.uk/inscription/isic1421,10.5281/zenodo.4385912,,333360,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1422,isic1422,644972,71000255,http://sicily.classics.ox.ac.uk/inscription/isic1422,10.5281/zenodo.4385914,,333361,,,,(?),,,,,,
I.Sicily inscription 1423,isic1423,644973,64900779,http://sicily.classics.ox.ac.uk/inscription/isic1423,10.5281/zenodo.4385916,,333362,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1424,isic1424,644974,64800238,http://sicily.classics.ox.ac.uk/inscription/isic1424,10.5281/zenodo.4385918,,333755,,lex sacra,http://www.eagle-network.eu/voc/typeins/lod/10.html,lex sacra,,,,,,
Dedication to Enyo,isic1425,644975,,http://sicily.classics.ox.ac.uk/inscription/isic1425,10.5281/zenodo.4354003,,331342,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1426,isic1426,284914,64800295,http://sicily.classics.ox.ac.uk/inscription/isic1426,10.5281/zenodo.4385920,,301191,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1427,isic1427,284835,,http://sicily.classics.ox.ac.uk/inscription/isic1427,10.5281/zenodo.4385922,,,,,,(?),,,,,,
I.Sicily inscription 1429,isic1429,284832,64600168,http://sicily.classics.ox.ac.uk/inscription/isic1429,10.5281/zenodo.4385924,,336184,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
